site,date,beetles,blackflies,clams,common_netspinners,Crayfish,dragonflies_damselflies,flatworms,fw_shrimp,gilled_snails,gomphidae,hellgrammites,leeches,lunged_snails,mayflies,midges,most_caddisflies,most_frue_flies,other,scubs,sowbugs,stoneflies,true_bugs,worms
Colvin Run - 09-PL22-Col-DR35,8/19/15,13,0,22,52,0,21,90,,0,,0,4,0,25,118,0,0,0,3,0,0,,3
Colvin Run - 09-PL22-Col-DR35,10/23/15,11,1,0,0,0,65,1,,0,,0,22,0,0,121,0,0,0,8,0,0,,3
Colvin Run - 09-PL22-Col-DR35,2/29/16,8,26,0,30,0,53,0,,0,,0,57,0,0,37,0,,0,5,0,0,,0
Colvin Run - 09-PL22-Col-DR35,7/22/16,114,1,0,0,0,21,50,,2,,0,177,3,0,29,0,2,0,8,0,0,,22
CpR 13-JU30-Cow-CpR 59,8 Scotchtown Draft,48,0,0,17,3,0,0,,0,,4,0,0,86,49,35,1,0,0,0,5,,0
CpR 13-JU30-Cow-CpR 59,8 Scotchtown Draft,162,3,0,50,0,0,1,,0,,3,0,4,173,20,72,7,0,0,0,1,,0
CR1,11/28/15,59,1,1,20,,1,168,,1,,1,1,,,40,,,,,,,,2
Crooked Run Site 10,5/30/16,33,1,1,27,0,0,0,,0,,0,0,0,49,4,90,0,,0,0,4,,0
Deweys Creek-16-PL52-OCQ1,7/26/16,4,28,,87,3,2,,,,,,,,2,100,3,6,,,,,,3
Deweys Creek-16-PL52-OCQ1,11/19/16,2,,,11,,,,,,,,,,,1,,4,4,,,,,1
Difficult Run-09-PL22-Dif-Difficult Run-DR38,5/10/15,14,4,1,3,0,0,0,,0,,0,0,0,0,198,3,0,0,1,0,1,,150
Difficult Run-09-PL22-Dif-Difficult Run-DR38,7/26/15,17,0,84,56,0,0,0,,0,,0,0,0,1,0,13,0,5,3,0,1,,28
Difficult Run-09-PL22-Dif-Difficult Run-DR38,11/21/15,49,1,50,39,,,11,,,,,,,7,7,22,9,,12,,,,24
Difficult Run-09-PL22-Dif-Difficult Run-DR38,7/11/16,20,0,42,190,0,0,0,,0,,0,0,0,0,0,12,0,0,5,0,2,,43
Difficult Run-09-PL22-Dif-Difficult Run-DR38,11/20/16,28,1,59,367,,,,,,,3,,,18,6,36,2,,3,,,,23
DR04,1/19/15,1,,,72,,,,,,,,,,,,172,21,,2,,2,,15
DR04,3/13/15,,,,109,1,,,,,,,,1,,38,203,20,,,,1,,1
DR12,2/28/15,10,,50,253,,,,,,,,,,,2,,,,,,,,5
DR12,4/29/15,,36,13,133,,,,,,,,,,,43,,,3,,,,,1
DR25,3/15/15,50,3,2,137,,3,2,,,,,,,,174,3,6,,,1,,,17
F-1,1/23/15,18,4,1,55,,3,1,,,,8,,,16,15,56,6,,,,74,,2
F-1,5/29/15,22,1,4,26,,4,,,,,3,,,133,26,20,3,,,,14,,2
F-1,8/14/15,38,2,8,225,,1,4,,,,8,,,80,27,30,1,,,,3,,3
F-1,11/5/15,51,1,4,74,1,4,,,,,4,,,37,4,31,6,,,,5,,7
F-1,5/25/16,18,1,8,21,,11,,,,,5,,,58,56,5,4,,,,22,,5
F-10,1/30/15,8,,,201,1,,4,,,,12,,,86,105,40,1,,,,21,,
F-10,5/27/15,38,6,,83,,,,,,,3,,,11,61,1,1,,,,7,,
F-10,8/21/15,88,,4,27,,,1,,,,45,,,54,26,15,2,,,,,,1
F-10,11/3/15,69,6,5,27,,1,,,,,25,,,46,2,13,1,,,,2,,11
F-10,1/21/16,11,1,5,54,,,1,,,,14,,,47,63,5,2,,2,,16,,1
F-10,4/21/16,55,8,,5,,,,,,,9,,,41,130,2,,,,,26,,
F-10,11/1/16,19,2,,50,,,1,,1,,8,,1,146,30,9,4,1,,,,,4
F-14,1/23/15,8,52,1,99,,,1,,,,7,,,25,9,7,2,,,,61,,
F-14,8/14/15,11,,,131,,,,,,,12,,,48,12,5,2,1,,,1,,
F-14,11/13/15,10,1,,122,,,,,,,3,,,27,16,,,,,,27,,7
F-14,8/9/16,24,7,,204,,,,,,,22,,,43,3,8,2,,,,9,,1
F-14,11/2/16,18,1,3,145,,,2,,,,9,,,83,2,10,3,,,,3,,
F-15,2/12/15,102,19,,11,,2,,,,,4,,2,16,20,7,4,,,,29,,
F-15,5/22/15,123,2,,8,1,,,,,,2,,,29,22,3,7,,,,32,,
F-15,8/13/15,121,,,42,,,,,,,9,,1,23,8,2,2,,,,9,,
F-15,11/2/15,88,2,3,51,1,,1,,,,7,,,14,65,32,2,,,,13,,2
F-15,11/3/16,113,4,,37,,,,,,,,,,22,13,10,3,,,,6,,1
F-3,1/30/15,1,2,1,156,,,54,,,,,,,,86,2,,,,,,,1
F-3,5/28/15,2,,,174,,,19,,,,,,,2,21,1,3,,,,,,
F-3,8/21/15,6,,3,39,,,603,,,,,,,1,3,1,,,,,,,1
F-3,11/3/15,,,2,13,,,174,,,,,,2,,12,,,,,,,,1
F-3,11/2/16,5,,,120,,,245,,,,,,1,1,9,2,,,,,,,
F-4,3/3/15,2,199,,47,,,,,,,4,,,7,54,12,3,,,,105,,
F-4,5/28/15,5,,,91,,,,,,,4,,,26,118,61,,,,,24,,1
F-4,8/13/15,6,15,,140,1,,,,,,,,,14,3,12,3,1,,,11,,1
F-4,11/16/15,13,60,,56,,,,,,,5,,,7,8,6,,,,,52,,
F-4,11/2/16,5,36,,89,,,,,,,1,,,9,2,23,4,,,,96,,1
G-5,9/2/16,48,0,0,83,0,2,0,,0,,9,2,0,51,0,15,3,0,0,0,24,,3
Happy Creek 1,5/1/16,7,2,,12,,4,,,,,,,,41,188,2,1,,,,4,,2
Happy Creek 1,11/25/16,9,,3,48,,,3,,,,1,,,60,4,70,,,,,2,,5
Hooes Run-15-PL47-HR-TVS1,8/29/15,5,,10,347,,4,7,,,,,,2,4,25,73,,,,,,,3
Hooes Run-15-PL47-HR-TVS1,4/16/16,2,32,1,1,,,,,,,,,1,,244,,,,,,,,8
Hooes Run-15-PL47-HR-TVS1,9/10/16,,,1,87,,1,1,,,,,,,3,112,78,2,1,,,,,19
Hooes Run-15-PL47-HR-TVS1,11/26/16,1,,,206,,2,,,,,,,2,,20,2,1,,,,,,7
JB1,5/26/18,,,,,,,25,,,,,,2,3,,,,3,16,,,,69
JB1,9/26/18,0,0,0,0,0,,26,0,0,0,0,0,0,0,2,0,1,1,13,1,0,0,6
Jeffries Branch (GCA 26),4/29/15,67,0,0,33,2,0,0,,0,,0,0,2,2,0,83,5,2,0,0,48,,1
Jeffries Branch (GCA 26),10/7/15,35,1,0,113,0,0,0,,0,,0,0,2,0,0,55,0,,0,0,7,,2
Jeffries Branch (GCA 26),5/19/16,101,0,0,87,0,0,0,,0,,7,0,1,0,32,15,2,0,0,0,7,,0
Jeffries Branch (GCA 26),10/17/16,70,0,0,108,0,0,0,,1,,0,0,0,1,0,54,0,0,0,0,3,,2
LC11,12/14/15,16,2,18,71,0,0,73,,5,,3,0,0,8,11,3,0,0,0,0,0,,2
LC11,9/27/16,22,1,4,25,0,2,29,,1,,0,0,0,100,7,0,0,6,0,4,0,,0
LC13,12/12/15,35,0,4,3,0,0,10,,56,,2,0,0,11,6,52,0,1,1,0,22,,9
LC13,9/28/16,44,0,0,28,0,1,10,,2,,0,0,0,115,17,17,0,8,0,0,0,,2
LC14,12/11/15,5,0,0,169,0,0,0,,0,,0,0,2,0,1,24,2,0,2,0,2,,0
LC14,9/26/16,1,123,0,147,0,0,3,,0,,0,4,0,6,9,22,0,0,1,0,1,,0
M-12,6/26/16,33,0,0,65,0,0,0,,0,,5,0,0,38,3,23,4,0,0,0,42,,3
M-12,11/19/16,1,0,0,67,0,0,0,,0,,7,0,0,65,0,37,1,1,0,0,103,,1
M-14,8/10/15,29,0,0,25,0,3,0,,0,,125,0,0,64,0,17,4,3,0,0,6,,11
M-14,4/14/16,9,0,0,16,0,3,0,,0,,2,0,0,128,6,16,5,0,0,0,9,,31
M-14,8/9/16,37,1,0,18,0,3,0,,0,,10,0,0,24,7,6,3,0,0,0,1,,5
M-14,10/21/16,20,3,0,34,0,5,1,,0,,18,0,0,31,2,57,1,0,0,0,7,,0
M-3,9/12/16,12,0,0,74,0,0,0,,0,,32,0,0,37,20,9,0,0,0,0,17,,4
MILBOT1,6/14/15,26,5,4,156,1,1,2,,36,,2,0,0,25,20,3,1,,0,0,0,,3
MILBOT1,8/22/15,27,0,0,150,0,2,2,,0,,12,1,0,32,23,2,0,0,0,0,0,,0
MILBOT1,11/28/15,94,6,0,45,1,0,22,,76,,11,1,0,38,18,20,9,0,3,1,4,,5
NC-NW-623,10/20/15,36,1,0,126,8,0,0,,1,,3,1,0,17,40,3,3,0,0,0,0,,4
Neabsco Creek-15-PL49-Nbsco-AndrewLeitch1,11/27/15,,,,156,,,,,,,,,,,,14,20,,,,,,5
Neabsco Creek-15-PL49-Nbsco-AndrewLeitch1,4/24/16,0,1,0,8,0,0,0,,0,,0,0,0,0,27,0,0,,0,0,0,,7
Neabsco Creek-15-PL49-Nbsco-AndrewLeitch1,10/22/16,,,,104,,1,,,,,,,,,31,,5,,,,,,1
Neabsco Creek-15-PL49-Nbsco-Clov1,4/18/15,3,42,2,7,,,,,,,1,,4,,70,3,4,,,,,,71
NFGOO4 - LWC7,5/24/16,34,108,4,33,0,1,5,,0,,0,0,1,47,26,1,4,,0,0,26,,7
NFGOO4 - LWC7,7/14/16,23,2,0,144,0,0,1,,0,,0,0,0,53,6,3,1,,0,0,12,,1
NFGOO4 - LWC7,10/24/16,16,0,0,33,2,2,36,,0,,0,0,0,100,0,56,0,,0,0,0,,0
North Fork Goose Creek (GCA 27),5/3/15,13,22,,47,0,0,0,,0,,0,0,7,32,87,21,1,,0,0,2,,0
North Fork Goose Creek (GCA 27),5/28/16,31,21,2,4,0,0,8,,1,,0,0,0,3,4,170,5,,0,0,13,,4
North Fork Goose Creek (GCA 27),11/28/16,30,0,17,5,0,2,48,,0,,5,3,5,43,0,22,0,0,0,0,12,,19
North Fork Goose Creek (GCA 28),5/2/15,13,23,0,21,0,4,0,,0,,0,0,0,78,88,27,2,,0,0,30,,2
North Fork Goose Creek (GCA 28),10/17/15,70,14,5,45,0,4,44,,0,,0,0,1,16,2,154,4,,0,0,0,,2
North Fork Goose Creek (GCA 28),4/10/16,29,7,4,3,0,8,3,,1,,1,0,0,18,8,86,1,0,0,0,28,,6
North Fork Goose Creek (GCA 28),10/10/16,45,0,2,28,0,4,18,,0,,0,0,0,18,0,83,0,,0,0,7,,0
North Fork Goose Creek (GCA 29),5/2/15,16,34,2,11,0,3,2,,0,,0,0,2,22,98,31,1,0,0,0,5,,4
North Fork Goose Creek (GCA 29),10/17/15,54,5,3,38,0,34,24,,0,,2,0,3,29,13,130,14,,0,0,4,,8
North Fork Goose Creek (GCA 29),4/10/16,41,0,6,1,0,2,1,,0,,0,0,0,7,0,175,0,,3,2,19,,0
North Fork Goose Creek (GCA 29),10/15/16,72,0,8,27,0,6,8,,0,,1,0,1,8,0,62,1,0,0,0,7,,5
P2,7/20/16,0,59,0,99,1,0,0,,0,,0,0,1,0,111,65,2,0,0,0,0,,7
P3,7/20/16,0,165,0,452,1,0,0,,0,,0,1,1,2,122,106,1,0,0,0,0,,5
PHC05,10/25/15,40,7,,46,,1,5,,,,23,1,,119,2,6,,,2,,1,,3
Quantico Creek-South Fork-15-PL52-QC1,5/9/15,13,8,,42,,10,3,,1,,14,,2,19,60,39,6,,,,2,,3
Quantico Creek-South Fork-15-PL52-QC1,5/7/16,15,43,,59,,,,,,,7,,,55,94,66,,,,,24,,2
Quantico Creek-South Fork-15-PL52-QC1,8/27/16,53,10,,220,1,,,,,,5,,,28,9,36,1,,,,12,,2
R-12,10/10/16,15,0,0,67,0,1,1,,0,,11,0,0,52,0,42,21,0,0,0,6,,0
R-13,9/14/16,42,6,5,9,0,0,2,,0,,0,0,0,94,0,18,6,0,0,0,49,,0
R-17,8/14/15,36,10,1,79,,,2,,,,30,,,201,1,18,,,,,15,,
R-17,11/16/15,18,7,3,65,,,3,,,,21,,,29,9,19,1,,,,26,,7
R-17,6/7/16,29,50,,209,,,2,,,,2,,,92,44,45,1,,,,16,,5
R-17,8/2/16,41,,1,47,,,6,,,,12,,,63,,37,,,,,4,,4
R-17,11/22/16,27,3,1,96,,,3,,,,2,,,32,20,83,9,,,,82,,4
R-2,7/14/16,36,7,4,51,0,2,0,,0,,7,0,0,24,2,62,15,0,0,0,39,,2
R-3,6/21/16,14,1,0,51,0,1,0,,0,,2,0,0,5,125,2,4,0,0,0,10,,4
R-3,9/27/16,24,0,0,81,0,0,0,,0,,8,0,0,80,1,5,2,0,0,0,21,,17
R-5,7/6/16,23,0,0,23,0,5,0,,0,,19,0,0,31,20,65,1,0,0,0,62,,1
R-5,10/19/16,79,0,0,45,0,0,0,,0,,2,0,0,9,1,28,5,0,0,0,14,,28
South River at Irish Creek,4/5/16,17,12,,7,1,1,,,8,,,,,133,4,,3,,,,16,,
South Run - 09-PL29-Sou-POH12,1/11/15,58,,1,282,,,1,,,,,,,1,62,93,12,,,,,,25
South Run - 09-PL29-Sou-POH12,4/19/15,69,22,1,115,,,,,1,,,,2,,100,30,7,,1,,,,10
South Run - 09-PL29-Sou-POH12,7/19/15,29,23,1,93,,,,,,,,,2,40,10,13,3,,,,,,3
South Run - 09-PL29-Sou-POH12,11/11/15,28,5,,69,,,28,,,,,,,8,6,298,,,,,,,2
South Run - 09-PL29-Sou-POH12,1/17/16,40,27,1,26,,1,15,,,,,1,,4,53,24,10,,,,5,,2
South Run - 09-PL29-Sou-POH12,4/10/16,37,4,,37,,,,,,,,,,4,250,17,,,,,2,,1
South Run - 09-PL29-Sou-POH12,7/31/16,24,7,,228,,,,,,,,,2,2,39,189,2,,,,,,1
South Run - 09-PL29-Sou-POH12,8/10/16,72,,,75,,,2,,,,,,,,1,74,7,,,,,,4
